country,year,currency
"Philippines, 1600 - 2025",2024,57.291 Peso
,,
"Portugal, 1600 - 2025",1916,1.4596 Escudo
"Portugal, 1600 - 2025",1917,1.5067 Escudo
"Portugal, 1600 - 2025",1918,1.5744 Escudo
"Portugal, 1600 - 2025",1921,10.0231 Escudo
"Portugal, 1600 - 2025",1922,14.9925 Escudo
"Portugal, 1600 - 2025",1923,23.5145 Escudo
"Portugal, 1600 - 2025",1924,29.5421 Escudo
"Portugal, 1600 - 2025",1925,19.8425 Escudo
"Portugal, 1600 - 2025",1926,19.5107 Escudo
"Portugal, 1600 - 2025",1927,19.8847 Escudo
"Portugal, 1600 - 2025",1928,22.3839 Escudo
"Portugal, 1600 - 2025",1929,22.3644 Escudo
"Portugal, 1600 - 2025",1930,22.2519 Escudo
"Portugal, 1600 - 2025",1931,23.5655 Escudo
"Portugal, 1600 - 2025",1932,31.2891 Escudo
"Portugal, 1600 - 2025",1933,25.5330 Escudo
"Portugal, 1600 - 2025",1934,21.6972 Escudo
"Portugal, 1600 - 2025",1935,22.4341 Escudo
"Portugal, 1600 - 2025",1936,22.1582 Escudo
"Portugal, 1600 - 2025",1937,22.3254 Escudo
"Portugal, 1600 - 2025",1938,22.5902 Escudo
"Portugal, 1600 - 2025",1939,24.7678 Escudo
"Portugal, 1600 - 2025",1940,26.9469 Escudo
"Portugal, 1600 - 2025",1941,24.9856 Escudo
"Portugal, 1600 - 2025",1946,24.6907 Escudo
"Portugal, 1600 - 2025",1947,24.8305 Escudo
"Portugal, 1600 - 2025",1948,24.8861 Escudo
"Portugal, 1600 - 2025",1949,25.7732 Escudo
"Portugal, 1600 - 2025",1950,28.8151 Escudo
"Portugal, 1600 - 2025",1951,28.7861 Escudo
"Portugal, 1600 - 2025",1952,28.6919 Escudo
"Portugal, 1600 - 2025",1953,28.6640 Escudo
"Portugal, 1600 - 2025",1954,28.6533 Escudo
"Portugal, 1600 - 2025",1955,28.6533 Escudo
"Portugal, 1600 - 2025",1956,28.6533 Escudo
"Portugal, 1600 - 2025",1957,28.6533 Escudo
"Portugal, 1600 - 2025",1958,28.6533 Escudo
"Portugal, 1600 - 2025",1959,28.5984 Escudo
"Portugal, 1600 - 2025",1960,28.6229 Escudo
"Portugal, 1600 - 2025",1961,28.6459 Escudo
"Portugal, 1600 - 2025",1962,28.5829 Escudo
"Portugal, 1600 - 2025",1963,28.6607 Escudo
"Portugal, 1600 - 2025",1964,28.7356 Escudo
"Portugal, 1600 - 2025",1965,28.7117 Escudo
"Portugal, 1600 - 2025",1966,28.7150 Escudo
"Portugal, 1600 - 2025",1967,28.7488 Escudo
"Portugal, 1600 - 2025",1968,28.6829 Escudo
"Portugal, 1600 - 2025",1969,28.5608 Escudo
"Portugal, 1600 - 2025",1970,28.5894 Escudo
"Portugal, 1600 - 2025",1971,28.2040 Escudo
"Portugal, 1600 - 2025",1972,27.0102 Escudo
"Portugal, 1600 - 2025",1973,24.3427 Escudo
"Portugal, 1600 - 2025",1974,25.3126 Escudo
"Portugal, 1600 - 2025",1975,25.4544 Escudo
"Portugal, 1600 - 2025",1976,30.1577 Escudo
"Portugal, 1600 - 2025",1977,38.1185 Escudo
"Portugal, 1600 - 2025",1978,43.8943 Escudo
"Portugal, 1600 - 2025",1979,48.9530 Escudo
"Portugal, 1600 - 2025",1980,50.0820 Escudo
"Portugal, 1600 - 2025",1981,61.7390 Escudo
"Portugal, 1600 - 2025",1982,80.1010 Escudo
"Portugal, 1600 - 2025",1983,111.6100 Escudo
"Portugal, 1600 - 2025",1984,147.7000 Escudo
"Portugal, 1600 - 2025",1985,172.0700 Escudo
"Portugal, 1600 - 2025",1986,149.8000 Escudo
"Portugal, 1600 - 2025",1987,141.2000 Escudo
"Portugal, 1600 - 2025",1988,144.2700 Escudo
"Portugal, 1600 - 2025",1989,157.5300 Escudo
"Portugal, 1600 - 2025",1990,142.7000 Escudo
"Portugal, 1600 - 2025",1991,144.7700 Escudo
"Portugal, 1600 - 2025",1992,135.0700 Escudo
"Portugal, 1600 - 2025",1993,161.0800 Escudo
"Portugal, 1600 - 2025",1994,165.9300 Escudo
"Portugal, 1600 - 2025",1995,149.8800 Escudo
"Portugal, 1600 - 2025",1996,154.2800 Escudo
"Portugal, 1600 - 2025",1997,175.4400 Escudo
"Portugal, 1600 - 2025",1998,180.2500 Escudo
"Portugal, 1600 - 2025",1999,213.5700 Escudo
,,
"Singapore, 1600 - 2025",1981,2.1053 Singapore Dollar
"Singapore, 1600 - 2025",1982,2.1406 Singapore Dollar
"Singapore, 1600 - 2025",1983,2.1136 Singapore Dollar
"Singapore, 1600 - 2025",1984,2.1325 Singapore Dollar
"Singapore, 1600 - 2025",1985,2.2008 Singapore Dollar
"Singapore, 1600 - 2025",1986,2.1783 Singapore Dollar
"Singapore, 1600 - 2025",1987,2.1059 Singapore Dollar
"Singapore, 1600 - 2025",1988,2.0133 Singapore Dollar
"Singapore, 1600 - 2025",1989,1.9511 Singapore Dollar
"Singapore, 1600 - 2025",1990,1.8134 Singapore Dollar
"Singapore, 1600 - 2025",1991,1.7283 Singapore Dollar
"Singapore, 1600 - 2025",1992,1.6294 Singapore Dollar
"Singapore, 1600 - 2025",1993,1.6158 Singapore Dollar
"Singapore, 1600 - 2025",1994,1.5275 Singapore Dollar
"Singapore, 1600 - 2025",1995,1.4171 Singapore Dollar
"Singapore, 1600 - 2025",1996,1.4100 Singapore Dollar
"Singapore, 1600 - 2025",1997,1.4857 Singapore Dollar
"Singapore, 1600 - 2025",1998,1.6722 Singapore Dollar
"Singapore, 1600 - 2025",1999,1.6951 Singapore Dollar
"Singapore, 1600 - 2025",2000,1.7250 Singapore Dollar
"Singapore, 1600 - 2025",2001,1.7930 Singapore Dollar
"Singapore, 1600 - 2025",2002,1.7908 Singapore Dollar
"Singapore, 1600 - 2025",2003,1.7429 Singapore Dollar
"Singapore, 1600 - 2025",2004,1.6902 Singapore Dollar
"Singapore, 1600 - 2025",2005,1.6639 Singapore Dollar
"Singapore, 1600 - 2025",2006,1.5882 Singapore Dollar
"Singapore, 1600 - 2025",2007,1.5065 Singapore Dollar
"Singapore, 1600 - 2025",2008,1.4140 Singapore Dollar
"Singapore, 1600 - 2025",2009,1.4543 Singapore Dollar
"Singapore, 1600 - 2025",2010,1.3629 Singapore Dollar
"Singapore, 1600 - 2025",2011,1.2570 Singapore Dollar
"Singapore, 1600 - 2025",2012,1.2492 Singapore Dollar
"Singapore, 1600 - 2025",2013,1.2511 Singapore Dollar
"Singapore, 1600 - 2025",2014,1.2665 Singapore Dollar
"Singapore, 1600 - 2025",2015,1.3746 Singapore Dollar
"Singapore, 1600 - 2025",2016,1.3815 Singapore Dollar
"Singapore, 1600 - 2025",2017,1.3809 Singapore Dollar
"Singapore, 1600 - 2025",2018,1.3488 Singapore Dollar
"Singapore, 1600 - 2025",2019,1.3600 Singapore Dollar
"Singapore, 1600 - 2025",2020,1.3800 Singapore Dollar
"Singapore, 1600 - 2025",2021,1.3435 Singapore Dollar
"Singapore, 1600 - 2025",2022,1.3787 Singapore Dollar
"Singapore, 1600 - 2025",2023,1.3428 Singapore Dollar
"Singapore, 1600 - 2025",2024,1.3365 Singapore Dollar
,,
"South Africa, 1600 - 2025",1928,0.2065 South African Pounds
"South Africa, 1600 - 2025",1929,0.2069 South African Pounds
"South Africa, 1600 - 2025",1930,0.2067 South African Pounds
"South Africa, 1600 - 2025",1931,0.2080 South African Pounds
"South Africa, 1600 - 2025",1932,0.2098 South African Pounds
"South Africa, 1600 - 2025",1933,0.2410 South African Pounds
"South Africa, 1600 - 2025",1934,0.2007 South African Pounds
"South Africa, 1600 - 2025",1935,0.2063 South African Pounds
"South Africa, 1600 - 2025",1936,0.2034 South African Pounds
"South Africa, 1600 - 2025",1937,0.2042 South African Pounds
"South Africa, 1600 - 2025",1938,0.2065 South African Pounds
"South Africa, 1600 - 2025",1939,0.2272 South African Pounds
"South Africa, 1600 - 2025",1940,0.2513 South African Pounds
"South Africa, 1600 - 2025",1941,0.2513 South African Pounds
"South Africa, 1600 - 2025",1942,0.2513 South African Pounds
"South Africa, 1600 - 2025",1943,0.2513 South African Pounds
"South Africa, 1600 - 2025",1944,0.2513 South African Pounds
"South Africa, 1600 - 2025",1945,0.2506 South African Pounds
"South Africa, 1600 - 2025",1946,0.2497 South African Pounds
"South Africa, 1600 - 2025",1947,0.2495 South African Pounds
"South Africa, 1600 - 2025",1948,0.2495 South African Pounds
"South Africa, 1600 - 2025",1949,0.2728 South African Pounds
"South Africa, 1600 - 2025",1950,0.3592 South African Pounds
"South Africa, 1600 - 2025",1951,0.3593 South African Pounds
"South Africa, 1600 - 2025",1952,0.3595 South African Pounds
"South Africa, 1600 - 2025",1953,0.3569 South African Pounds
"South Africa, 1600 - 2025",1954,0.3574 South African Pounds
"South Africa, 1600 - 2025",1955,0.3596 South African Pounds
"South Africa, 1600 - 2025",1956,0.3590 South African Pounds
"South Africa, 1600 - 2025",1957,0.3593 South African Pounds
"South Africa, 1600 - 2025",1958,0.3572 South African Pounds
"South Africa, 1600 - 2025",1959,0.3574 South African Pounds
"South Africa, 1600 - 2025",1960,0.3575 South African Pounds
"South Africa, 1600 - 2025",1961,0.7164 Rand
"South Africa, 1600 - 2025",1962,0.7149 Rand
"South Africa, 1600 - 2025",1963,0.7169 Rand
"South Africa, 1600 - 2025",1964,0.7190 Rand
"South Africa, 1600 - 2025",1965,0.7180 Rand
"South Africa, 1600 - 2025",1966,0.7188 Rand
"South Africa, 1600 - 2025",1967,0.7190 Rand
"South Africa, 1600 - 2025",1968,0.7189 Rand
"South Africa, 1600 - 2025",1969,0.7199 Rand
"South Africa, 1600 - 2025",1970,0.7182 Rand
"South Africa, 1600 - 2025",1971,0.7128 Rand
"South Africa, 1600 - 2025",1972,0.7726 Rand
"South Africa, 1600 - 2025",1973,0.6950 Rand
"South Africa, 1600 - 2025",1974,0.6804 Rand
"South Africa, 1600 - 2025",1975,0.7328 Rand
"South Africa, 1600 - 2025",1976,0.8707 Rand
"South Africa, 1600 - 2025",1977,0.8696 Rand
"South Africa, 1600 - 2025",1978,0.8695 Rand
"South Africa, 1600 - 2025",1979,0.8423 Rand
"South Africa, 1600 - 2025",1980,0.7780 Rand
"South Africa, 1600 - 2025",1981,0.8713 Rand
"South Africa, 1600 - 2025",1982,1.0835 Rand
"South Africa, 1600 - 2025",1983,1.1130 Rand
"South Africa, 1600 - 2025",1984,1.4382 Rand
"South Africa, 1600 - 2025",1985,2.2343 Rand
"South Africa, 1600 - 2025",1986,2.2919 Rand
"South Africa, 1600 - 2025",1987,2.0385 Rand
"South Africa, 1600 - 2025",1988,2.2770 Rand
"South Africa, 1600 - 2025",1989,2.6214 Rand
"South Africa, 1600 - 2025",1990,2.5885 Rand
"South Africa, 1600 - 2025",1991,2.7633 Rand
"South Africa, 1600 - 2025",1992,2.8524 Rand
"South Africa, 1600 - 2025",1993,3.2729 Rand
"South Africa, 1600 - 2025",1994,3.5526 Rand
"South Africa, 1600 - 2025",1995,3.6284 Rand
"South Africa, 1600 - 2025",1996,4.3011 Rand
"South Africa, 1600 - 2025",1997,4.6072 Rand
"South Africa, 1600 - 2025",1998,5.5417 Rand
"South Africa, 1600 - 2025",1999,6.1191 Rand
"South Africa, 1600 - 2025",2000,6.9468 Rand
"South Africa, 1600 - 2025",2001,8.6093 Rand
"South Africa, 1600 - 2025",2002,10.5176 Rand
"South Africa, 1600 - 2025",2003,7.5550 Rand
"South Africa, 1600 - 2025",2004,6.4402 Rand
"South Africa, 1600 - 2025",2005,6.3606 Rand
"South Africa, 1600 - 2025",2006,6.7668 Rand
"South Africa, 1600 - 2025",2007,7.0477 Rand
"South Africa, 1600 - 2025",2008,8.2480 Rand
"South Africa, 1600 - 2025",2009,8.4117 Rand
"South Africa, 1600 - 2025",2010,7.3161 Rand
"South Africa, 1600 - 2025",2011,7.2510 Rand
"South Africa, 1600 - 2025",2012,8.2014 Rand
"South Africa, 1600 - 2025",2013,9.6436 Rand
"South Africa, 1600 - 2025",2014,10.8420 Rand
"South Africa, 1600 - 2025",2015,12.7645 Rand
"South Africa, 1600 - 2025",2016,14.7096 Rand
"South Africa, 1600 - 2025",2017,13.3338 Rand
"South Africa, 1600 - 2025",2018,13.2409 Rand
"South Africa, 1600 - 2025",2019,14.4500 Rand
"South Africa, 1600 - 2025",2020,16.4600 Rand
"South Africa, 1600 - 2025",2021,14.7787 Rand
"South Africa, 1600 - 2025",2022,16.3559 Rand
"South Africa, 1600 - 2025",2023,18.4502 Rand
"South Africa, 1600 - 2025",2024,18.3378 Rand
,,
"Spain, 1600 - 2025",1850,5.0000 Peseta
"Spain, 1600 - 2025",1851,5.0000 Peseta
"Spain, 1600 - 2025",1852,5.0000 Peseta
"Spain, 1600 - 2025",1853,4.9000 Peseta
"Spain, 1600 - 2025",1854,4.9000 Peseta
"Spain, 1600 - 2025",1855,5.0000 Peseta
"Spain, 1600 - 2025",1856,5.0000 Peseta
"Spain, 1600 - 2025",1857,5.0000 Peseta
"Spain, 1600 - 2025",1858,5.1000 Peseta
"Spain, 1600 - 2025",1859,5.0000 Peseta
"Spain, 1600 - 2025",1860,4.9000 Peseta
"Spain, 1600 - 2025",1861,5.0000 Peseta
"Spain, 1600 - 2025",1862,5.0000 Peseta
"Spain, 1600 - 2025",1863,5.0000 Peseta
"Spain, 1600 - 2025",1864,5.1000 Peseta
"Spain, 1600 - 2025",1865,5.0000 Peseta
"Spain, 1600 - 2025",1866,5.0000 Peseta
"Spain, 1600 - 2025",1867,5.0000 Peseta
"Spain, 1600 - 2025",1868,5.1000 Peseta
"Spain, 1600 - 2025",1869,5.0000 Peseta
"Spain, 1600 - 2025",1870,5.0000 Peseta
"Spain, 1600 - 2025",1871,4.9000 Peseta
"Spain, 1600 - 2025",1872,5.0000 Peseta
"Spain, 1600 - 2025",1873,5.1000 Peseta
"Spain, 1600 - 2025",1874,5.1000 Peseta
"Spain, 1600 - 2025",1875,5.1000 Peseta
"Spain, 1600 - 2025",1876,5.1000 Peseta
"Spain, 1600 - 2025",1877,5.2000 Peseta
"Spain, 1600 - 2025",1878,5.2000 Peseta
"Spain, 1600 - 2025",1879,5.2000 Peseta
"Spain, 1600 - 2025",1880,5.1000 Peseta
"Spain, 1600 - 2025",1881,5.2000 Peseta
"Spain, 1600 - 2025",1882,5.3000 Peseta
"Spain, 1600 - 2025",1883,5.3000 Peseta
"Spain, 1600 - 2025",1884,5.2000 Peseta
"Spain, 1600 - 2025",1885,5.3000 Peseta
"Spain, 1600 - 2025",1886,5.3000 Peseta
"Spain, 1600 - 2025",1887,5.2000 Peseta
"Spain, 1600 - 2025",1888,5.3000 Peseta
"Spain, 1600 - 2025",1889,5.4000 Peseta
"Spain, 1600 - 2025",1890,5.4000 Peseta
"Spain, 1600 - 2025",1891,5.5000 Peseta
"Spain, 1600 - 2025",1892,6.0000 Peseta
"Spain, 1600 - 2025",1893,6.2000 Peseta
"Spain, 1600 - 2025",1894,6.2000 Peseta
"Spain, 1600 - 2025",1895,6.0000 Peseta
"Spain, 1600 - 2025",1896,6.3000 Peseta
"Spain, 1600 - 2025",1897,6.7000 Peseta
"Spain, 1600 - 2025",1898,8.1000 Peseta
"Spain, 1600 - 2025",1899,6.5000 Peseta
"Spain, 1600 - 2025",1900,6.7000 Peseta
"Spain, 1600 - 2025",1901,7.2000 Peseta
"Spain, 1600 - 2025",1902,7.0000 Peseta
"Spain, 1600 - 2025",1903,7.0000 Peseta
"Spain, 1600 - 2025",1904,7.1000 Peseta
"Spain, 1600 - 2025",1905,6.8000 Peseta
"Spain, 1600 - 2025",1906,5.9000 Peseta
"Spain, 1600 - 2025",1907,5.8000 Peseta
"Spain, 1600 - 2025",1908,5.8000 Peseta
"Spain, 1600 - 2025",1909,5.6000 Peseta
"Spain, 1600 - 2025",1910,5.6000 Peseta
"Spain, 1600 - 2025",1911,5.6000 Peseta
"Spain, 1600 - 2025",1912,5.6000 Peseta
"Spain, 1600 - 2025",1913,5.6000 Peseta
"Spain, 1600 - 2025",1914,5.4000 Peseta
"Spain, 1600 - 2025",1915,5.2654 Peseta
"Spain, 1600 - 2025",1916,5.0032 Peseta
"Spain, 1600 - 2025",1917,4.4229 Peseta
"Spain, 1600 - 2025",1918,4.0587 Peseta
"Spain, 1600 - 2025",1919,5.0446 Peseta
"Spain, 1600 - 2025",1920,6.2743 Peseta
"Spain, 1600 - 2025",1921,7.3901 Peseta
"Spain, 1600 - 2025",1922,6.4588 Peseta
"Spain, 1600 - 2025",1923,6.9190 Peseta
"Spain, 1600 - 2025",1924,7.4977 Peseta
"Spain, 1600 - 2025",1925,6.9714 Peseta
"Spain, 1600 - 2025",1926,6.7133 Peseta
"Spain, 1600 - 2025",1927,5.8619 Peseta
"Spain, 1600 - 2025",1928,6.0262 Peseta
"Spain, 1600 - 2025",1929,6.8105 Peseta
"Spain, 1600 - 2025",1930,8.5712 Peseta
"Spain, 1600 - 2025",1931,10.4764 Peseta
"Spain, 1600 - 2025",1932,12.4319 Peseta
"Spain, 1600 - 2025",1933,9.3293 Peseta
"Spain, 1600 - 2025",1934,7.3448 Peseta
"Spain, 1600 - 2025",1935,7.3109 Peseta
"Spain, 1600 - 2025",1936,8.1210 Peseta
"Spain, 1600 - 2025",1937,16.5218 Peseta
"Spain, 1600 - 2025",1938,17.8571 Peseta
"Spain, 1600 - 2025",1939,9.4072 Peseta
"Spain, 1600 - 2025",1940,10.7277 Peseta
"Spain, 1600 - 2025",1941,10.9529 Peseta
"Spain, 1600 - 2025",1946,10.9500 Peseta
"Spain, 1600 - 2025",1947,10.9500 Peseta
"Spain, 1600 - 2025",1948,10.9500 Peseta
"Spain, 1600 - 2025",1958,41.9992 Peseta
"Spain, 1600 - 2025",1959,48.5932 Peseta
"Spain, 1600 - 2025",1960,60.1142 Peseta
"Spain, 1600 - 2025",1961,60.0853 Peseta
"Spain, 1600 - 2025",1962,60.0456 Peseta
"Spain, 1600 - 2025",1963,60.0096 Peseta
"Spain, 1600 - 2025",1964,60.0132 Peseta
"Spain, 1600 - 2025",1965,60.0168 Peseta
"Spain, 1600 - 2025",1966,60.0565 Peseta
"Spain, 1600 - 2025",1967,61.0389 Peseta
"Spain, 1600 - 2025",1968,70.0673 Peseta
"Spain, 1600 - 2025",1969,70.0967 Peseta
"Spain, 1600 - 2025",1970,70.0280 Peseta
"Spain, 1600 - 2025",1971,69.5265 Peseta
"Spain, 1600 - 2025",1972,64.2715 Peseta
"Spain, 1600 - 2025",1973,58.2140 Peseta
"Spain, 1600 - 2025",1974,57.6801 Peseta
"Spain, 1600 - 2025",1975,57.3921 Peseta
"Spain, 1600 - 2025",1976,66.8539 Peseta
"Spain, 1600 - 2025",1977,75.2615 Peseta
"Spain, 1600 - 2025",1978,76.4935 Peseta
"Spain, 1600 - 2025",1979,67.1580 Peseta
"Spain, 1600 - 2025",1980,71.7580 Peseta
"Spain, 1600 - 2025",1981,92.3960 Peseta
"Spain, 1600 - 2025",1982,110.0900 Peseta
"Spain, 1600 - 2025",1983,143.5000 Peseta
"Spain, 1600 - 2025",1984,160.7800 Peseta
"Spain, 1600 - 2025",1985,169.9800 Peseta
"Spain, 1600 - 2025",1986,140.0400 Peseta
"Spain, 1600 - 2025",1987,123.5400 Peseta
"Spain, 1600 - 2025",1988,116.5300 Peseta
"Spain, 1600 - 2025",1989,118.4400 Peseta
"Spain, 1600 - 2025",1990,101.9600 Peseta
"Spain, 1600 - 2025",1991,104.0100 Peseta
"Spain, 1600 - 2025",1992,102.3800 Peseta
"Spain, 1600 - 2025",1993,127.4800 Peseta
"Spain, 1600 - 2025",1994,133.8800 Peseta
"Spain, 1600 - 2025",1995,124.6400 Peseta
"Spain, 1600 - 2025",1996,126.6800 Peseta
"Spain, 1600 - 2025",1997,146.5300 Peseta
"Spain, 1600 - 2025",1998,149.4100 Peseta
"Spain, 1600 - 2025",1999,177.2500 Peseta
,,
"Sri Lanka, 1600 - 2025",1971,5.547 Rupee
"Sri Lanka, 1600 - 2025",1972,6.227 Rupee
"Sri Lanka, 1600 - 2025",1973,6.364 Rupee
"Sri Lanka, 1600 - 2025",1974,6.676 Rupee
"Sri Lanka, 1600 - 2025",1975,6.952 Rupee
"Sri Lanka, 1600 - 2025",1976,8.398 Rupee
"Sri Lanka, 1600 - 2025",1977,8.358 Rupee
"Sri Lanka, 1600 - 2025",1978,15.667 Rupee
"Sri Lanka, 1600 - 2025",1979,15.570 Rupee
"Sri Lanka, 1600 - 2025",1980,16.167 Rupee
"Sri Lanka, 1600 - 2025",1981,18.967 Rupee
"Sri Lanka, 1600 - 2025",1982,20.756 Rupee
"Sri Lanka, 1600 - 2025",1983,23.510 Rupee
"Sri Lanka, 1600 - 2025",1984,25.428 Rupee
"Sri Lanka, 1600 - 2025",1985,27.187 Rupee
"Sri Lanka, 1600 - 2025",1986,27.934 Rupee
"Sri Lanka, 1600 - 2025",1987,29.472 Rupee
"Sri Lanka, 1600 - 2025",1988,31.820 Rupee
"Sri Lanka, 1600 - 2025",1989,35.947 Rupee
"Sri Lanka, 1600 - 2025",1990,40.078 Rupee
"Sri Lanka, 1600 - 2025",1991,41.200 Rupee
"Sri Lanka, 1600 - 2025",1992,44.013 Rupee
"Sri Lanka, 1600 - 2025",1993,48.211 Rupee
"Sri Lanka, 1600 - 2025",1994,49.170 Rupee
"Sri Lanka, 1600 - 2025",1995,51.047 Rupee
"Sri Lanka, 1600 - 2025",1996,55.289 Rupee
"Sri Lanka, 1600 - 2025",1997,59.026 Rupee
"Sri Lanka, 1600 - 2025",1998,65.005 Rupee
"Sri Lanka, 1600 - 2025",1999,70.868 Rupee
"Sri Lanka, 1600 - 2025",2000,76.964 Rupee
"Sri Lanka, 1600 - 2025",2001,89.602 Rupee
"Sri Lanka, 1600 - 2025",2002,95.773 Rupee
"Sri Lanka, 1600 - 2025",2003,96.541 Rupee
"Sri Lanka, 1600 - 2025",2004,101.268 Rupee
"Sri Lanka, 1600 - 2025",2005,100.383 Rupee
"Sri Lanka, 1600 - 2025",2006,103.940 Rupee
"Sri Lanka, 1600 - 2025",2007,110.620 Rupee
"Sri Lanka, 1600 - 2025",2008,108.298 Rupee
"Sri Lanka, 1600 - 2025",2009,114.909 Rupee
"Sri Lanka, 1600 - 2025",2010,112.990 Rupee
"Sri Lanka, 1600 - 2025",2011,110.469 Rupee
"Sri Lanka, 1600 - 2025",2012,127.539 Rupee
"Sri Lanka, 1600 - 2025",2013,129.046 Rupee
"Sri Lanka, 1600 - 2025",2014,130.536 Rupee
"Sri Lanka, 1600 - 2025",2015,135.869 Rupee
"Sri Lanka, 1600 - 2025",2016,145.582 Rupee
"Sri Lanka, 1600 - 2025",2017,152.447 Rupee
"Sri Lanka, 1600 - 2025",2018,162.465 Rupee
"Sri Lanka, 1600 - 2025",2019,178.740 Rupee
"Sri Lanka, 1600 - 2025",2020,185.590 Rupee
"Sri Lanka, 1600 - 2025",2021,198.764 Rupee
"Sri Lanka, 1600 - 2025",2022,320.837 Rupee
"Sri Lanka, 1600 - 2025",2023,327.102 Rupee
"Sri Lanka, 1600 - 2025",2024,301.703 Rupee
,,
"Sweden, 1600 - 2025",1915,3.8619 Kronor
"Sweden, 1600 - 2025",1916,3.4555 Kronor
"Sweden, 1600 - 2025",1917,3.0576 Kronor
"Sweden, 1600 - 2025",1918,3.0272 Kronor
"Sweden, 1600 - 2025",1919,3.9151 Kronor
"Sweden, 1600 - 2025",1920,4.8795 Kronor
"Sweden, 1600 - 2025",1921,4.3609 Kronor
"Sweden, 1600 - 2025",1922,3.8217 Kronor
"Sweden, 1600 - 2025",1923,3.7658 Kronor
"Sweden, 1600 - 2025",1924,3.7704 Kronor
"Sweden, 1600 - 2025",1925,3.7247 Kronor
"Sweden, 1600 - 2025",1926,3.7363 Kronor
"Sweden, 1600 - 2025",1927,3.7293 Kronor
"Sweden, 1600 - 2025",1928,3.7313 Kronor
"Sweden, 1600 - 2025",1929,3.7336 Kronor
"Sweden, 1600 - 2025",1930,3.7238 Kronor
"Sweden, 1600 - 2025",1931,3.9598 Kronor
"Sweden, 1600 - 2025",1932,5.4139 Kronor
"Sweden, 1600 - 2025",1933,4.5388 Kronor
"Sweden, 1600 - 2025",1934,3.8489 Kronor
"Sweden, 1600 - 2025",1935,3.9571 Kronor
"Sweden, 1600 - 2025",1936,3.9022 Kronor
"Sweden, 1600 - 2025",1937,3.9236 Kronor
"Sweden, 1600 - 2025",1938,3.9687 Kronor
"Sweden, 1600 - 2025",1939,4.1683 Kronor
"Sweden, 1600 - 2025",1940,4.2013 Kronor
"Sweden, 1600 - 2025",1941,4.1966 Kronor
"Sweden, 1600 - 2025",1946,3.8671 Kronor
"Sweden, 1600 - 2025",1947,3.5940 Kronor
"Sweden, 1600 - 2025",1948,3.5940 Kronor
"Sweden, 1600 - 2025",1949,3.9247 Kronor
"Sweden, 1600 - 2025",1950,5.1727 Kronor
"Sweden, 1600 - 2025",1951,5.1741 Kronor
"Sweden, 1600 - 2025",1952,5.1743 Kronor
"Sweden, 1600 - 2025",1953,5.1751 Kronor
"Sweden, 1600 - 2025",1954,5.1725 Kronor
"Sweden, 1600 - 2025",1955,5.1725 Kronor
"Sweden, 1600 - 2025",1956,5.1725 Kronor
"Sweden, 1600 - 2025",1957,5.1730 Kronor
"Sweden, 1600 - 2025",1958,5.1737 Kronor
"Sweden, 1600 - 2025",1959,5.1750 Kronor
"Sweden, 1600 - 2025",1960,5.1683 Kronor
"Sweden, 1600 - 2025",1961,5.1672 Kronor
"Sweden, 1600 - 2025",1962,5.1554 Kronor
"Sweden, 1600 - 2025",1963,5.1889 Kronor
"Sweden, 1600 - 2025",1964,5.1509 Kronor
"Sweden, 1600 - 2025",1965,5.1584 Kronor
"Sweden, 1600 - 2025",1966,5.1658 Kronor
"Sweden, 1600 - 2025",1967,5.1618 Kronor
"Sweden, 1600 - 2025",1968,5.1682 Kronor
"Sweden, 1600 - 2025",1969,5.1701 Kronor
"Sweden, 1600 - 2025",1970,5.1862 Kronor
"Sweden, 1600 - 2025",1971,5.1041 Kronor
"Sweden, 1600 - 2025",1972,4.7569 Kronor
"Sweden, 1600 - 2025",1973,4.3535 Kronor
"Sweden, 1600 - 2025",1974,4.4320 Kronor
"Sweden, 1600 - 2025",1975,4.1423 Kronor
"Sweden, 1600 - 2025",1976,4.3560 Kronor
"Sweden, 1600 - 2025",1977,4.4677 Kronor
"Sweden, 1600 - 2025",1978,4.5169 Kronor
"Sweden, 1600 - 2025",1979,4.2892 Kronor
"Sweden, 1600 - 2025",1980,4.2309 Kronor
"Sweden, 1600 - 2025",1981,5.0659 Kronor
"Sweden, 1600 - 2025",1982,6.2838 Kronor
"Sweden, 1600 - 2025",1983,7.6717 Kronor
"Sweden, 1600 - 2025",1984,8.2706 Kronor
"Sweden, 1600 - 2025",1985,8.6031 Kronor
"Sweden, 1600 - 2025",1986,7.1273 Kronor
"Sweden, 1600 - 2025",1987,6.3469 Kronor
"Sweden, 1600 - 2025",1988,6.1370 Kronor
"Sweden, 1600 - 2025",1989,6.4559 Kronor
"Sweden, 1600 - 2025",1990,5.9231 Kronor
"Sweden, 1600 - 2025",1991,6.0521 Kronor
"Sweden, 1600 - 2025",1992,5.8258 Kronor
"Sweden, 1600 - 2025",1993,7.7956 Kronor
"Sweden, 1600 - 2025",1994,7.7161 Kronor
"Sweden, 1600 - 2025",1995,7.1406 Kronor
"Sweden, 1600 - 2025",1996,6.7082 Kronor
"Sweden, 1600 - 2025",1997,7.6446 Kronor
"Sweden, 1600 - 2025",1998,7.9522 Kronor
"Sweden, 1600 - 2025",1999,8.2740 Kronor
"Sweden, 1600 - 2025",2000,9.1735 Kronor
