country,year,currency
"Finland, 1600 - 2025",1936,45.6558 Old Markkaa
"Finland, 1600 - 2025",1937,45.8484 Old Markkaa
"Finland, 1600 - 2025",1938,46.3671 Old Markkaa
"Finland, 1600 - 2025",1939,50.1303 Old Markkaa
"Finland, 1600 - 2025",1940,53.4474 Old Markkaa
"Finland, 1600 - 2025",1941,49.7488 Old Markkaa
"Finland, 1600 - 2025",1971,4.2096 (New) Markkaa
"Finland, 1600 - 2025",1972,4.1565 (New) Markkaa
"Finland, 1600 - 2025",1973,3.8121 (New) Markkaa
"Finland, 1600 - 2025",1974,3.7643 (New) Markkaa
"Finland, 1600 - 2025",1975,3.6650 (New) Markkaa
"Finland, 1600 - 2025",1976,3.8554 (New) Markkaa
"Finland, 1600 - 2025",1977,4.0140 (New) Markkaa
"Finland, 1600 - 2025",1978,4.1090 (New) Markkaa
"Finland, 1600 - 2025",1979,3.8886 (New) Markkaa
"Finland, 1600 - 2025",1980,3.7206 (New) Markkaa
"Finland, 1600 - 2025",1981,4.3128 (New) Markkaa
"Finland, 1600 - 2025",1982,4.8086 (New) Markkaa
"Finland, 1600 - 2025",1983,5.5636 (New) Markkaa
"Finland, 1600 - 2025",1984,6.0007 (New) Markkaa
"Finland, 1600 - 2025",1985,6.1971 (New) Markkaa
"Finland, 1600 - 2025",1986,5.0722 (New) Markkaa
"Finland, 1600 - 2025",1987,4.4037 (New) Markkaa
"Finland, 1600 - 2025",1988,4.1933 (New) Markkaa
"Finland, 1600 - 2025",1989,4.2963 (New) Markkaa
"Finland, 1600 - 2025",1990,3.8300 (New) Markkaa
"Finland, 1600 - 2025",1991,4.0481 (New) Markkaa
"Finland, 1600 - 2025",1992,4.4865 (New) Markkaa
"Finland, 1600 - 2025",1993,5.7251 (New) Markkaa
"Finland, 1600 - 2025",1994,5.2340 (New) Markkaa
"Finland, 1600 - 2025",1995,4.3763 (New) Markkaa
"Finland, 1600 - 2025",1996,4.5948 (New) Markkaa
"Finland, 1600 - 2025",1997,5.1956 (New) Markkaa
"Finland, 1600 - 2025",1998,5.3473 (New) Markkaa
"Finland, 1600 - 2025",1999,6.3340 (New) Markkaa
,,
"France, 1600 - 2025",1913,5.1840 Old Francs
"France, 1600 - 2025",1914,5.0950 Old Francs
"France, 1600 - 2025",1915,5.5690 Old Francs
"France, 1600 - 2025",1916,5.8870 Old Francs
"France, 1600 - 2025",1917,5.7640 Old Francs
"France, 1600 - 2025",1918,5.6160 Old Francs
"France, 1600 - 2025",1919,7.3090 Old Francs
"France, 1600 - 2025",1920,14.2050 Old Francs
"France, 1600 - 2025",1921,13.4130 Old Francs
"France, 1600 - 2025",1922,12.1930 Old Francs
"France, 1600 - 2025",1923,16.4440 Old Francs
"France, 1600 - 2025",1924,19.0960 Old Francs
"France, 1600 - 2025",1925,20.9770 Old Francs
"France, 1600 - 2025",1926,30.8380 Old Francs
"France, 1600 - 2025",1927,25.4840 Old Francs
"France, 1600 - 2025",1928,25.5040 Old Francs
"France, 1600 - 2025",1929,25.5360 Old Francs
"France, 1600 - 2025",1930,25.4780 Old Francs
"France, 1600 - 2025",1931,25.5100 Old Francs
"France, 1600 - 2025",1932,25.4610 Old Francs
"France, 1600 - 2025",1933,19.8760 Old Francs
"France, 1600 - 2025",1934,15.2230 Old Francs
"France, 1600 - 2025",1935,15.1490 Old Francs
"France, 1600 - 2025",1936,16.3560 Old Francs
"France, 1600 - 2025",1937,24.7160 Old Francs
"France, 1600 - 2025",1938,34.7450 Old Francs
"France, 1600 - 2025",1939,39.8360 Old Francs
"France, 1600 - 2025",1940,48.0150 Old Francs
"France, 1600 - 2025",1941,2.5020 Old Francs
"France, 1600 - 2025",1942,1.1310 Old Francs
"France, 1600 - 2025",1943,1.1110 Old Francs
"France, 1600 - 2025",1944,1.1130 Old Francs
"France, 1600 - 2025",1945,50.7330 Old Francs
"France, 1600 - 2025",1946,118.9200 Old Francs
"France, 1600 - 2025",1947,118.9490 Old Francs
"France, 1600 - 2025",1948,308.6420 Old Francs
"France, 1600 - 2025",1949,331.4550 Old Francs
"France, 1600 - 2025",1950,349.8950 Old Francs
"France, 1600 - 2025",1951,350.1400 Old Francs
"France, 1600 - 2025",1952,350.1400 Old Francs
"France, 1600 - 2025",1953,350.1400 Old Francs
"France, 1600 - 2025",1954,350.1400 Old Francs
"France, 1600 - 2025",1955,350.1400 Old Francs
"France, 1600 - 2025",1956,350.2630 Old Francs
"France, 1600 - 2025",1957,420.8750 Old Francs
"France, 1600 - 2025",1958,421.2300 Old Francs
"France, 1600 - 2025",1959,490.6770 Old Francs
"France, 1600 - 2025",1960,4.9050 Francs
"France, 1600 - 2025",1961,4.9060 Francs
"France, 1600 - 2025",1962,4.9010 Francs
"France, 1600 - 2025",1963,4.9010 Francs
"France, 1600 - 2025",1964,4.9010 Francs
"France, 1600 - 2025",1965,4.9020 Francs
"France, 1600 - 2025",1966,4.9140 Francs
"France, 1600 - 2025",1967,4.9210 Francs
"France, 1600 - 2025",1968,4.9530 Francs
"France, 1600 - 2025",1969,5.1810 Francs
"France, 1600 - 2025",1970,5.5290 Francs
"France, 1600 - 2025",1971,5.5100 Francs
"France, 1600 - 2025",1972,5.0440 Francs
"France, 1600 - 2025",1973,4.4370 Francs
"France, 1600 - 2025",1974,4.8070 Francs
"France, 1600 - 2025",1975,4.2820 Francs
"France, 1600 - 2025",1976,4.7750 Francs
"France, 1600 - 2025",1977,4.9150 Francs
"France, 1600 - 2025",1978,4.5010 Francs
"France, 1600 - 2025",1979,4.2570 Francs
"France, 1600 - 2025",1980,4.2250 Francs
"France, 1600 - 2025",1981,5.4400 Francs
"France, 1600 - 2025",1982,6.5790 Francs
"France, 1600 - 2025",1983,7.6200 Francs
"France, 1600 - 2025",1984,8.7360 Francs
"France, 1600 - 2025",1985,8.9800 Francs
"France, 1600 - 2025",1986,6.9260 Francs
"France, 1600 - 2025",1987,6.0120 Francs
"France, 1600 - 2025",1988,5.9600 Francs
"France, 1600 - 2025",1989,6.3800 Francs
"France, 1600 - 2025",1990,5.4470 Francs
"France, 1600 - 2025",1991,5.6470 Francs
"France, 1600 - 2025",1992,5.2940 Francs
"France, 1600 - 2025",1993,5.6670 Francs
"France, 1600 - 2025",1994,5.5460 Francs
"France, 1600 - 2025",1995,4.9860 Francs
"France, 1600 - 2025",1996,5.1160 Francs
"France, 1600 - 2025",1997,5.8390 Francs
"France, 1600 - 2025",1998,5.9000 Francs
"France, 1600 - 2025",1999,6.9880 Francs
,,
"Germany, 1600 - 2025",1913,4.2030 Mark
"Germany, 1600 - 2025",1914,4.2300 Mark
"Germany, 1600 - 2025",1915,4.8470 Mark
"Germany, 1600 - 2025",1916,5.4950 Mark
"Germany, 1600 - 2025",1917,5.7730 Mark
"Germany, 1600 - 2025",1918,7.8620 Mark
"Germany, 1600 - 2025",1919,32.8520 Mark
"Germany, 1600 - 2025",1920,57.1100 Mark
"Germany, 1600 - 2025",1921,83.0220 Mark
"Germany, 1600 - 2025",1922,430.4780 Mark
"Germany, 1600 - 2025",1923,50000.0000 Mark
"Germany, 1600 - 2025",1924,433000000000.0000 Mark
"Germany, 1600 - 2025",1925,4.2010 Reichsmark
"Germany, 1600 - 2025",1926,4.2020 Reichsmark
"Germany, 1600 - 2025",1927,4.2080 Reichsmark
"Germany, 1600 - 2025",1928,4.1910 Reichsmark
"Germany, 1600 - 2025",1929,4.2000 Reichsmark
"Germany, 1600 - 2025",1930,4.1920 Reichsmark
"Germany, 1600 - 2025",1931,4.2320 Reichsmark
"Germany, 1600 - 2025",1932,4.2110 Reichsmark
"Germany, 1600 - 2025",1933,3.2770 Reichsmark
"Germany, 1600 - 2025",1934,2.5400 Reichsmark
"Germany, 1600 - 2025",1935,2.4840 Reichsmark
"Germany, 1600 - 2025",1936,2.4820 Reichsmark
"Germany, 1600 - 2025",1937,2.4870 Reichsmark
"Germany, 1600 - 2025",1938,2.4900 Reichsmark
"Germany, 1600 - 2025",1939,2.4960 Reichsmark
"Germany, 1600 - 2025",1940,2.4990 Reichsmark
"Germany, 1600 - 2025",1941,19.7230 Reichsmark
"Germany, 1600 - 2025",1945,1.1050 Reichsmark
"Germany, 1600 - 2025",1946,225.5300 Reichsmark
"Germany, 1600 - 2025",1947,269.1790 Reichsmark
"Germany, 1600 - 2025",1948,574.7130 Deutsche mark
"Germany, 1600 - 2025",1949,588.5820 Deutsche mark
"Germany, 1600 - 2025",1950,4.1950 Deutsche mark
"Germany, 1600 - 2025",1951,4.1950 Deutsche mark
"Germany, 1600 - 2025",1952,4.1950 Deutsche mark
"Germany, 1600 - 2025",1953,4.1950 Deutsche mark
"Germany, 1600 - 2025",1954,4.1950 Deutsche mark
"Germany, 1600 - 2025",1955,4.2080 Deutsche mark
"Germany, 1600 - 2025",1956,4.2040 Deutsche mark
"Germany, 1600 - 2025",1957,4.2020 Deutsche mark
"Germany, 1600 - 2025",1958,4.1930 Deutsche mark
"Germany, 1600 - 2025",1959,4.1800 Deutsche mark
"Germany, 1600 - 2025",1960,4.1710 Deutsche mark
"Germany, 1600 - 2025",1961,4.0160 Deutsche mark
"Germany, 1600 - 2025",1962,3.9980 Deutsche mark
"Germany, 1600 - 2025",1963,3.9870 Deutsche mark
"Germany, 1600 - 2025",1964,3.9750 Deutsche mark
"Germany, 1600 - 2025",1965,3.9940 Deutsche mark
"Germany, 1600 - 2025",1966,3.9990 Deutsche mark
"Germany, 1600 - 2025",1967,3.9870 Deutsche mark
"Germany, 1600 - 2025",1968,3.9920 Deutsche mark
"Germany, 1600 - 2025",1969,3.9230 Deutsche mark
"Germany, 1600 - 2025",1970,3.6460 Deutsche mark
"Germany, 1600 - 2025",1971,3.4760 Deutsche mark
"Germany, 1600 - 2025",1972,3.1880 Deutsche mark
"Germany, 1600 - 2025",1973,2.6480 Deutsche mark
"Germany, 1600 - 2025",1974,2.5820 Deutsche mark
"Germany, 1600 - 2025",1975,2.4550 Deutsche mark
"Germany, 1600 - 2025",1976,2.5170 Deutsche mark
"Germany, 1600 - 2025",1977,2.3210 Deutsche mark
"Germany, 1600 - 2025",1978,2.0050 Deutsche mark
"Germany, 1600 - 2025",1979,1.8340 Deutsche mark
"Germany, 1600 - 2025",1980,1.8180 Deutsche mark
"Germany, 1600 - 2025",1981,2.2630 Deutsche mark
"Germany, 1600 - 2025",1982,2.4280 Deutsche mark
"Germany, 1600 - 2025",1983,2.5540 Deutsche mark
"Germany, 1600 - 2025",1984,2.8450 Deutsche mark
"Germany, 1600 - 2025",1985,2.9420 Deutsche mark
"Germany, 1600 - 2025",1986,2.1710 Deutsche mark
"Germany, 1600 - 2025",1987,1.7980 Deutsche mark
"Germany, 1600 - 2025",1988,1.7570 Deutsche mark
"Germany, 1600 - 2025",1989,1.8810 Deutsche mark
"Germany, 1600 - 2025",1990,1.6170 Deutsche mark
"Germany, 1600 - 2025",1991,1.6610 Deutsche mark
"Germany, 1600 - 2025",1992,1.5620 Deutsche mark
"Germany, 1600 - 2025",1993,1.6550 Deutsche mark
"Germany, 1600 - 2025",1994,1.6220 Deutsche mark
"Germany, 1600 - 2025",1995,1.4320 Deutsche mark
"Germany, 1600 - 2025",1996,1.5050 Deutsche mark
"Germany, 1600 - 2025",1997,1.7350 Deutsche mark
"Germany, 1600 - 2025",1998,1.7600 Deutsche mark
"Germany, 1600 - 2025",1999,2.0840 Deutsche mark
,,
"Greece, 1600 - 2025",1915,5.2394 Old Drachmas
"Greece, 1600 - 2025",1916,5.1204 Old Drachmas
"Greece, 1600 - 2025",1917,5.0547 Old Drachmas
"Greece, 1600 - 2025",1918,5.1495 Old Drachmas
"Greece, 1600 - 2025",1921,19.8961 Old Drachmas
"Greece, 1600 - 2025",1922,30.2489 Old Drachmas
"Greece, 1600 - 2025",1923,58.3397 Old Drachmas
"Greece, 1600 - 2025",1924,55.8659 Old Drachmas
"Greece, 1600 - 2025",1925,64.0451 Old Drachmas
"Greece, 1600 - 2025",1926,79.4976 Old Drachmas
"Greece, 1600 - 2025",1927,75.9128 Old Drachmas
"Greece, 1600 - 2025",1928,76.6636 Old Drachmas
"Greece, 1600 - 2025",1929,77.3156 Old Drachmas
"Greece, 1600 - 2025",1930,77.1665 Old Drachmas
"Greece, 1600 - 2025",1931,77.3635 Old Drachmas
"Greece, 1600 - 2025",1932,120.1920 Old Drachmas
"Greece, 1600 - 2025",1933,138.2550 Old Drachmas
"Greece, 1600 - 2025",1934,106.3600 Old Drachmas
"Greece, 1600 - 2025",1935,106.5420 Old Drachmas
"Greece, 1600 - 2025",1936,107.6540 Old Drachmas
"Greece, 1600 - 2025",1937,110.4360 Old Drachmas
"Greece, 1600 - 2025",1938,111.6320 Old Drachmas
"Greece, 1600 - 2025",1939,122.6540 Old Drachmas
"Greece, 1600 - 2025",1940,148.9200 Old Drachmas
"Greece, 1600 - 2025",1982,66.8720 Drachmas
"Greece, 1600 - 2025",1983,87.8950 Drachmas
"Greece, 1600 - 2025",1984,112.7300 Drachmas
"Greece, 1600 - 2025",1985,138.4000 Drachmas
"Greece, 1600 - 2025",1986,139.9300 Drachmas
"Greece, 1600 - 2025",1987,135.4700 Drachmas
"Greece, 1600 - 2025",1988,142.0000 Drachmas
"Greece, 1600 - 2025",1989,162.6000 Drachmas
"Greece, 1600 - 2025",1990,158.5900 Drachmas
"Greece, 1600 - 2025",1991,182.6300 Drachmas
"Greece, 1600 - 2025",1992,190.8100 Drachmas
"Greece, 1600 - 2025",1993,229.6400 Drachmas
"Greece, 1600 - 2025",1994,242.5000 Drachmas
"Greece, 1600 - 2025",1995,231.6800 Drachmas
"Greece, 1600 - 2025",1996,240.8200 Drachmas
"Greece, 1600 - 2025",1997,273.2800 Drachmas
"Greece, 1600 - 2025",1998,295.7000 Drachmas
"Greece, 1600 - 2025",1999,306.3000 Drachmas
,,
"Hong Kong, 1600 - 2025",1916,1.9530 Hong Kong Dollars
"Hong Kong, 1600 - 2025",1917,1.5604 Hong Kong Dollars
"Hong Kong, 1600 - 2025",1918,1.2733 Hong Kong Dollars
"Hong Kong, 1600 - 2025",1921,1.9126 Hong Kong Dollars
"Hong Kong, 1600 - 2025",1922,1.7949 Hong Kong Dollars
"Hong Kong, 1600 - 2025",1923,1.8904 Hong Kong Dollars
"Hong Kong, 1600 - 2025",1924,1.9059 Hong Kong Dollars
"Hong Kong, 1600 - 2025",1925,1.7693 Hong Kong Dollars
"Hong Kong, 1600 - 2025",1926,1.8752 Hong Kong Dollars
"Hong Kong, 1600 - 2025",1927,2.0322 Hong Kong Dollars
"Hong Kong, 1600 - 2025",1928,1.9971 Hong Kong Dollars
"Hong Kong, 1600 - 2025",1929,2.1201 Hong Kong Dollars
"Hong Kong, 1600 - 2025",1930,2.9539 Hong Kong Dollars
"Hong Kong, 1600 - 2025",1931,4.1101 Hong Kong Dollars
"Hong Kong, 1600 - 2025",1932,4.2625 Hong Kong Dollars
"Hong Kong, 1600 - 2025",1933,3.3954 Hong Kong Dollars
"Hong Kong, 1600 - 2025",1934,2.5829 Hong Kong Dollars
"Hong Kong, 1600 - 2025",1935,2.0739 Hong Kong Dollars
"Hong Kong, 1600 - 2025",1936,3.1535 Hong Kong Dollars
"Hong Kong, 1600 - 2025",1937,3.2579 Hong Kong Dollars
"Hong Kong, 1600 - 2025",1938,3.2833 Hong Kong Dollars
"Hong Kong, 1600 - 2025",1939,3.6424 Hong Kong Dollars
"Hong Kong, 1600 - 2025",1940,4.3557 Hong Kong Dollars
"Hong Kong, 1600 - 2025",1941,4.0663 Hong Kong Dollars
"Hong Kong, 1600 - 2025",1981,5.5678 Hong Kong Dollars
"Hong Kong, 1600 - 2025",1982,6.0697 Hong Kong Dollars
"Hong Kong, 1600 - 2025",1983,7.2569 Hong Kong Dollars
"Hong Kong, 1600 - 2025",1984,7.8188 Hong Kong Dollars
"Hong Kong, 1600 - 2025",1985,7.7911 Hong Kong Dollars
"Hong Kong, 1600 - 2025",1986,7.8038 Hong Kong Dollars
"Hong Kong, 1600 - 2025",1987,7.7986 Hong Kong Dollars
"Hong Kong, 1600 - 2025",1988,7.8072 Hong Kong Dollars
"Hong Kong, 1600 - 2025",1989,7.8008 Hong Kong Dollars
"Hong Kong, 1600 - 2025",1990,7.7899 Hong Kong Dollars
"Hong Kong, 1600 - 2025",1991,7.7712 Hong Kong Dollars
"Hong Kong, 1600 - 2025",1992,7.7402 Hong Kong Dollars
"Hong Kong, 1600 - 2025",1993,7.7357 Hong Kong Dollars
"Hong Kong, 1600 - 2025",1994,7.7290 Hong Kong Dollars
"Hong Kong, 1600 - 2025",1995,7.7357 Hong Kong Dollars
"Hong Kong, 1600 - 2025",1996,7.7345 Hong Kong Dollars
"Hong Kong, 1600 - 2025",1997,7.7431 Hong Kong Dollars
"Hong Kong, 1600 - 2025",1998,7.7467 Hong Kong Dollars
"Hong Kong, 1600 - 2025",1999,7.7594 Hong Kong Dollars
"Hong Kong, 1600 - 2025",2000,7.7924 Hong Kong Dollars
"Hong Kong, 1600 - 2025",2001,7.7997 Hong Kong Dollars
"Hong Kong, 1600 - 2025",2002,7.7996 Hong Kong Dollars
"Hong Kong, 1600 - 2025",2003,7.7875 Hong Kong Dollars
"Hong Kong, 1600 - 2025",2004,7.7891 Hong Kong Dollars
"Hong Kong, 1600 - 2025",2005,7.7775 Hong Kong Dollars
"Hong Kong, 1600 - 2025",2006,7.7681 Hong Kong Dollars
"Hong Kong, 1600 - 2025",2007,7.8016 Hong Kong Dollars
"Hong Kong, 1600 - 2025",2008,7.7862 Hong Kong Dollars
"Hong Kong, 1600 - 2025",2009,7.7514 Hong Kong Dollars
"Hong Kong, 1600 - 2025",2010,7.7687 Hong Kong Dollars
"Hong Kong, 1600 - 2025",2011,7.7840 Hong Kong Dollars
"Hong Kong, 1600 - 2025",2012,7.7569 Hong Kong Dollars
"Hong Kong, 1600 - 2025",2013,7.7565 Hong Kong Dollars
"Hong Kong, 1600 - 2025",2014,7.7545 Hong Kong Dollars
"Hong Kong, 1600 - 2025",2015,7.7524 Hong Kong Dollars
"Hong Kong, 1600 - 2025",2016,7.7623 Hong Kong Dollars
"Hong Kong, 1600 - 2025",2017,7.7933 Hong Kong Dollars
"Hong Kong, 1600 - 2025",2018,7.8385 Hong Kong Dollars
"Hong Kong, 1600 - 2025",2019,7.8400 Hong Kong Dollars
"Hong Kong, 1600 - 2025",2020,7.7600 Hong Kong Dollars
"Hong Kong, 1600 - 2025",2021,7.7732 Hong Kong Dollars
"Hong Kong, 1600 - 2025",2022,7.8314 Hong Kong Dollars
"Hong Kong, 1600 - 2025",2023,7.8296 Hong Kong Dollars
"Hong Kong, 1600 - 2025",2024,7.8030 Hong Kong Dollars
,,
"India, 1600 - 2025",1916,3.04 Rupee
"India, 1600 - 2025",1917,2.92 Rupee
"India, 1600 - 2025",1918,2.72 Rupee
"India, 1600 - 2025",1919,2.48 Rupee
"India, 1600 - 2025",1920,2.57 Rupee
"India, 1600 - 2025",1921,3.81 Rupee
"India, 1600 - 2025",1922,3.48 Rupee
"India, 1600 - 2025",1923,3.21 Rupee
"India, 1600 - 2025",1924,3.15 Rupee
"India, 1600 - 2025",1925,2.76 Rupee
"India, 1600 - 2025",1926,2.75 Rupee
"India, 1600 - 2025",1927,2.75 Rupee
"India, 1600 - 2025",1928,2.74 Rupee
"India, 1600 - 2025",1929,2.76 Rupee
"India, 1600 - 2025",1930,2.77 Rupee
"India, 1600 - 2025",1931,2.97 Rupee
"India, 1600 - 2025",1932,3.80 Rupee
"India, 1600 - 2025",1933,3.14 Rupee
"India, 1600 - 2025",1934,2.64 Rupee
"India, 1600 - 2025",1935,2.71 Rupee
"India, 1600 - 2025",1936,2.67 Rupee
"India, 1600 - 2025",1937,2.68 Rupee
"India, 1600 - 2025",1938,2.73 Rupee
"India, 1600 - 2025",1939,3.00 Rupee
"India, 1600 - 2025",1940,3.32 Rupee
"India, 1600 - 2025",1941,3.32 Rupee
"India, 1600 - 2025",1942,3.32 Rupee
"India, 1600 - 2025",1943,3.32 Rupee
"India, 1600 - 2025",1944,3.32 Rupee
"India, 1600 - 2025",1945,3.32 Rupee
"India, 1600 - 2025",1946,3.32 Rupee
"India, 1600 - 2025",1947,3.32 Rupee
"India, 1600 - 2025",1948,3.31 Rupee
"India, 1600 - 2025",1949,3.61 Rupee
"India, 1600 - 2025",1950,4.79 Rupee
"India, 1600 - 2025",1951,4.79 Rupee
"India, 1600 - 2025",1952,4.78 Rupee
"India, 1600 - 2025",1953,4.75 Rupee
"India, 1600 - 2025",1954,4.76 Rupee
"India, 1600 - 2025",1955,4.79 Rupee
"India, 1600 - 2025",1956,4.78 Rupee
"India, 1600 - 2025",1957,4.78 Rupee
"India, 1600 - 2025",1958,4.75 Rupee
"India, 1600 - 2025",1959,4.75 Rupee
"India, 1600 - 2025",1960,4.77 Rupee
"India, 1600 - 2025",1961,4.77 Rupee
"India, 1600 - 2025",1962,4.76 Rupee
"India, 1600 - 2025",1963,4.77 Rupee
"India, 1600 - 2025",1964,4.78 Rupee
"India, 1600 - 2025",1965,4.78 Rupee
"India, 1600 - 2025",1966,6.03 Rupee
"India, 1600 - 2025",1967,7.54 Rupee
"India, 1600 - 2025",1968,7.54 Rupee
"India, 1600 - 2025",1969,7.56 Rupee
"India, 1600 - 2025",1970,7.56 Rupee
"India, 1600 - 2025",1971,7.50 Rupee
"India, 1600 - 2025",1972,7.55 Rupee
"India, 1600 - 2025",1973,8.28 Rupee
"India, 1600 - 2025",1974,8.03 Rupee
"India, 1600 - 2025",1975,8.39 Rupee
"India, 1600 - 2025",1976,8.97 Rupee
"India, 1600 - 2025",1977,8.77 Rupee
"India, 1600 - 2025",1978,8.19 Rupee
"India, 1600 - 2025",1979,8.16 Rupee
"India, 1600 - 2025",1980,7.89 Rupee
"India, 1600 - 2025",1981,8.68 Rupee
"India, 1600 - 2025",1982,9.48 Rupee
"India, 1600 - 2025",1983,10.10 Rupee
"India, 1600 - 2025",1984,11.35 Rupee
"India, 1600 - 2025",1985,12.33 Rupee
"India, 1600 - 2025",1986,12.60 Rupee
"India, 1600 - 2025",1987,12.94 Rupee
"India, 1600 - 2025",1988,13.90 Rupee
"India, 1600 - 2025",1989,16.21 Rupee
"India, 1600 - 2025",1990,17.49 Rupee
"India, 1600 - 2025",1991,22.71 Rupee
"India, 1600 - 2025",1992,28.16 Rupee
"India, 1600 - 2025",1993,31.29 Rupee
"India, 1600 - 2025",1994,31.39 Rupee
"India, 1600 - 2025",1995,32.42 Rupee
"India, 1600 - 2025",1996,35.51 Rupee
"India, 1600 - 2025",1997,36.37 Rupee
"India, 1600 - 2025",1998,41.36 Rupee
"India, 1600 - 2025",1999,43.13 Rupee
"India, 1600 - 2025",2000,45.00 Rupee
"India, 1600 - 2025",2001,47.22 Rupee
"India, 1600 - 2025",2002,48.63 Rupee
"India, 1600 - 2025",2003,46.59 Rupee
"India, 1600 - 2025",2004,45.26 Rupee
"India, 1600 - 2025",2005,44.00 Rupee
"India, 1600 - 2025",2006,45.19 Rupee
"India, 1600 - 2025",2007,41.18 Rupee
"India, 1600 - 2025",2008,43.39 Rupee
"India, 1600 - 2025",2009,48.33 Rupee
"India, 1600 - 2025",2010,45.65 Rupee
"India, 1600 - 2025",2011,45.58 Rupee
"India, 1600 - 2025",2011,46.58 Rupee
"India, 1600 - 2025",2012,53.37 Rupee
"India, 1600 - 2025",2013,58.51 Rupee
"India, 1600 - 2025",2014,61.00 Rupee
"India, 1600 - 2025",2015,64.11 Rupee
"India, 1600 - 2025",2016,67.20 Rupee
"India, 1600 - 2025",2017,65.12 Rupee
"India, 1600 - 2025",2018,68.40 Rupee
"India, 1600 - 2025",2019,70.42 Rupee
"India, 1600 - 2025",2020,74.10 Rupee
"India, 1600 - 2025",2021,73.92 Rupee
"India, 1600 - 2025",2022,78.60 Rupee
"India, 1600 - 2025",2023,82.60 Rupee
"India, 1600 - 2025",2024,83.68 Rupee
,,
"Indonesia, 1600 - 2025",1967,149.6 Rupiah
"Indonesia, 1600 - 2025",1968,296.3 Rupiah
"Indonesia, 1600 - 2025",1969,326.0 Rupiah
"Indonesia, 1600 - 2025",1970,362.8 Rupiah
"Indonesia, 1600 - 2025",1971,391.9 Rupiah
"Indonesia, 1600 - 2025",1972,415.0 Rupiah
"Indonesia, 1600 - 2025",1973,415.0 Rupiah
"Indonesia, 1600 - 2025",1974,415.0 Rupiah
"Indonesia, 1600 - 2025",1975,415.0 Rupiah
"Indonesia, 1600 - 2025",1976,415.0 Rupiah
"Indonesia, 1600 - 2025",1977,415.0 Rupiah
"Indonesia, 1600 - 2025",1978,442.0 Rupiah
"Indonesia, 1600 - 2025",1979,623.1 Rupiah
"Indonesia, 1600 - 2025",1980,627.0 Rupiah
"Indonesia, 1600 - 2025",1981,631.8 Rupiah
"Indonesia, 1600 - 2025",1982,661.4 Rupiah
"Indonesia, 1600 - 2025",1983,909.3 Rupiah
"Indonesia, 1600 - 2025",1984,1025.9 Rupiah
"Indonesia, 1600 - 2025",1985,1110.6 Rupiah
"Indonesia, 1600 - 2025",1986,1282.6 Rupiah
"Indonesia, 1600 - 2025",1987,1643.8 Rupiah
"Indonesia, 1600 - 2025",1988,1685.7 Rupiah
"Indonesia, 1600 - 2025",1989,1770.1 Rupiah
"Indonesia, 1600 - 2025",1990,1842.8 Rupiah
"Indonesia, 1600 - 2025",1991,1950.3 Rupiah
"Indonesia, 1600 - 2025",1992,2029.9 Rupiah
"Indonesia, 1600 - 2025",1993,2087.1 Rupiah
"Indonesia, 1600 - 2025",1994,2160.8 Rupiah
"Indonesia, 1600 - 2025",1995,2248.6 Rupiah
"Indonesia, 1600 - 2025",1996,2342.3 Rupiah
"Indonesia, 1600 - 2025",1997,2909.4 Rupiah
"Indonesia, 1600 - 2025",1998,10013.6 Rupiah
"Indonesia, 1600 - 2025",1999,7855.2 Rupiah
"Indonesia, 1600 - 2025",2000,8421.8 Rupiah
"Indonesia, 1600 - 2025",2001,10260.9 Rupiah
"Indonesia, 1600 - 2025",2002,9311.2 Rupiah
"Indonesia, 1600 - 2025",2003,8577.1 Rupiah
"Indonesia, 1600 - 2025",2004,8938.9 Rupiah
"Indonesia, 1600 - 2025",2005,9704.7 Rupiah
"Indonesia, 1600 - 2025",2006,9159.3 Rupiah
"Indonesia, 1600 - 2025",2007,9143.4 Rupiah
"Indonesia, 1600 - 2025",2007,9141.0 Rupiah
"Indonesia, 1600 - 2025",2008,9699.0 Rupiah
"Indonesia, 1600 - 2025",2009,10389.9 Rupiah 
"Indonesia, 1600 - 2025",2010,9090.4 Rupiah
"Indonesia, 1600 - 2025",2011,8770.4 Rupiah
"Indonesia, 1600 - 2025",2012,9386.6 Rupiah 
"Indonesia, 1600 - 2025",2013,10461.2 Rupiah
"Indonesia, 1600 - 2025",2014,11865.2 Rupiah
"Indonesia, 1600 - 2025",2015,13389.4 Rupiah
"Indonesia, 1600 - 2025",2016,13308.3 Rupiah
"Indonesia, 1600 - 2025",2017,13380.9 Rupiah
"Indonesia, 1600 - 2025",2018,14236.9 Rupiah
"Indonesia, 1600 - 2025",2019,14147.7 Rupiah
"Indonesia, 1600 - 2025",2020,14582.2 Rupiah
"Indonesia, 1600 - 2025",2021,14308.1 Rupiah
"Indonesia, 1600 - 2025",2022,14849.9 Rupiah
"Indonesia, 1600 - 2025",2023,15236.9 Rupiah
"Indonesia, 1600 - 2025",2024,15852.1 Rupiah
,,
"Ireland, 1600 - 2025",1951,0.3567 Irish Pounds
"Ireland, 1600 - 2025",1952,0.3576 Irish Pounds
"Ireland, 1600 - 2025",1953,0.3555 Irish Pounds
"Ireland, 1600 - 2025",1954,0.3560 Irish Pounds
"Ireland, 1600 - 2025",1955,0.3583 Irish Pounds
"Ireland, 1600 - 2025",1956,0.3577 Irish Pounds
